"Download Link","FSN","Product Image","Product Title","Creation Date","Modified Date","Slug"
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProPlus2021Retail.img","OFFGD398CP5ME6DKSTD","//s3.amazonaws.com/appforest_uf/f1679049137962x860957037404233200/HPSL2.jpeg","Microsoft Home and Student 2021  (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://download.microsoft.com/download/9/e/a/9eac306f-d134-4609-9c58-35d1638c2363/MediaCreationTool22H2.exe","OPSG3TNK9HZDZEM9","//s3.amazonaws.com/appforest_uf/f1679760928775x646737163558498200/win-10-pro_1024x1024.jpg","Microsoft Windows 10 Professional (1 User, Lifetime)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350F6-3A01-4F97-B9C0-C7C6DDF67D60/media/en-US/ProPlus2019Retail.img","OPSG4ZTTK5MMZWPB","//s3.amazonaws.com/appforest_uf/f1679048572385x198056801354177470/584-5846236_microsoft-office-professional-plus-2019-license-keys-microsoft.png","Microsoft Office Professional Plus 2019 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProPlus2021Retail.img","OFFGHYUUFTD9NQNE","//s3.amazonaws.com/appforest_uf/f1679171280338x694463888558921200/office-professional-plus-2021-lifetime-validity-activation-key-original-imagj2ueztuedsrg.jpg","Microsoft Office Professional Plus 2021 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://bit.ly/3pLvNXl","OFTFTUVWT2ZMGZK7","//s3.amazonaws.com/appforest_uf/f1679049230425x835726116634569300/microsoft-office-home-and-student-2019-software-500x500-removebg-preview.png","Microsoft Home & Student 2019 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProPlus2021Retail.img","OFFG9MREFCXD658G","//s3.amazonaws.com/appforest_uf/f1679048924315x680732799849989200/Microsoft-Office-Professional-2021-download-digital-licence_416x416-removebg-preview.png","Microsoft Office Professional Plus 2021 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350F6-3A01-4F97-B9C0-C7C6DDF67D60/media/en-US/ProPlus2019Retail.img","OPSG4ZTTK5MMZWPB_ALI","//s3.amazonaws.com/appforest_uf/f1680467367828x994535893982878700/pro-plus-removebg-preview.png","Microsoft Office Professional Plus 2019 FOR WINDOWS (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 18, 2024 8:31 pm",""
"https://download.microsoft.com/download/9/e/a/9eac306f-d134-4609-9c58-35d1638c2363/MediaCreationTool22H2.exe","OPSGZ8QG4JZ3AHMV","//s3.amazonaws.com/appforest_uf/f1680468616259x297169945911622140/windows-10-home-1PC.jpg","Microsoft Windows 10 Home (1 User/PC, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"portal.office.com","OFFICE365","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1685729198978x189709394706377920/Office-365.jpg","Microsoft Office 365 Pro Plus (5 Users, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"setup.office.com","HB2021","//s3.amazonaws.com/appforest_uf/f1679932327121x871092384406633100/RWLb0B.png","Microsoft Office Home & Business 2021 For MAC (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProjectPro2021Retail.img","PROJECT2021","//office-digitalactivation.cdn.bubble.io/f1682157591699x101935577610332560/Microsoft-Project-Professional-2021-download-digital-licence_700x700__1_-removebg-preview.png","Microsoft Office Project Professional 2021 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://download.microsoft.com/download/9/a/b/9ab525a1-fe83-4d05-9b7f-0c3250e2fe35/Windows11InstallationAssistant.exe","WINDOWS11","//s3.amazonaws.com/appforest_uf/f1680502458409x787581104495849200/windows-11-pro-license-key-lifetime-retail-genuine-500x500-removebg-preview.png","Microsoft Windows 11 Professional (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/pr/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-US/ProjectPro2019Retail.img","PROJECT2019","//office-digitalactivation.cdn.bubble.io/f1682449312024x540181920537416960/project2019.png","Microsoft Project Professional 2019 for Windows (1 User, Lifetime)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"setup.office.com","HB2019","//s3.amazonaws.com/appforest_uf/f1680782160448x591366802192134300/OFFMST1104A__1-removebg-preview.png","Microsoft Home & Business 2019 For MAC (1 User, Lifetime)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/pr/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-US/VisioPro2019Retail.img","VISIO2019","//office-digitalactivation.cdn.bubble.io/f1682449228902x597475958362021500/microsoft-visio-professional-2019-500x500%20%281%29.webp","Microsoft Visio Professional 2019 for Windows (1 User, Lifetime)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/VisioPro2021Retail.img","VISIO2021","//s3.amazonaws.com/appforest_uf/f1681131224559x103378834986559870/Visio-Pro-2021__2_-removebg-preview.png","Microsoft Visio Professional 2021 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProPlus2021Retail.img","WIN11-PP21","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1685505116787x867184940059284000/microsoft-windows-11-professional-office-2021-professional-plus-69752.png","Microsoft Windows 11 Pro & Office Professional Plus 2021 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 18, 2024 8:31 pm",""
"https://software-static.download.prss.microsoft.com/sg/download/20348.169.210806-2348.fe_release_svc_refresh_SERVER_EVAL_x64FRE_en-us.iso","DATACENTER2022","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1685439698445x535352846476575100/microsoft-windows-server-2022-datacenter-licence-16-jader-oem-dvd-64-bitu-hun-p71-09392-2.png","Microsoft Windows Server Datacenter 2022 (1 PC, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://software-static.download.prss.microsoft.com/sg/download/888969d5-f34g-4e03-ac9d-1f9786c66749/SERVER_EVAL_x64FRE_en-us.iso","SERVER2022","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1683288382515x865811581219825900/Microsoft-Windows-Server-2022-Standard%20%281%29.webp","Microsoft Windows Server Standard 2022 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://www.microsoft.com/en-us/software-download/windows11","WIN11HOME","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1683182759957x760268261826117900/Windows-11-Home-32bit-64bit-download-digital-licence_700x700%20%281%29.webp","Microsoft Windows 11 Home (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProPlus2021Retail.img","WIN10-PP21","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1685594374977x850632691233373000/microsoft-windows-10-professional-office-2021-professional-plus-69749.png","Microsoft Windows 10 Pro & Office Professional Plus 2021 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 18, 2024 8:32 pm",""
"https://c2rsetup.officeapps.live.com/c2r/downloadVS.aspx?sku=enterprise&channel=Release&version=VS2022&source=VSLandingPage&add=Microsoft.VisualStudio.Workload.ManagedDesktop&add=Microsoft.VisualStudio.Workload.Azure&add=Microsoft.VisualStudio.Workload.NetWeb&includeRecommended=true&cid=2030:5ef98ffced5c46b9a2179ada4c00ee9b","VISUALENT2022","//58a7c82a81d52cbbd01cdb3a00f01967.cdn.bubble.io/f1690898610094x181287250743784160/Visual-Studio-Enterprise-2022-Key-1024x1024.webp","Visual Studio Enterprise 2022 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://software-static.download.prss.microsoft.com/dbazure/988969d5-f34g-4e03-ac9d-1f9786c66750/19045.2006.220908-0225.22h2_release_svc_refresh_CLIENTENTERPRISEEVAL_OEMRET_x64FRE_en-us.iso","WIN10ENTERPRISE","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1686423443746x112327161504470080/Windows-10-Enterprise-32bit-64bit-download-digital-licence_700x700%20%281%29.webp","Microsoft Windows 10 Enterprise (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://bit.ly/win11-ent","WIN11ENTERPRISE","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1687766430160x611254534597895000/Windows-11-Enterprise-32bit-64bit-download-digital-licence_1024x1024.webp","Microsoft Windows 11 Enterprise (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://my.visualstudio.com/Benefits","STUDIO2019","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1688129444637x659200014682905600/microsoft-visual-studio-2019-professional-1-pc-retail-edition.png","Microsoft Visual Studio Professional 2019 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://download.microsoft.com/download/4/8/6/486005eb-7aa8-4128-aac0-6569782b37b0/SQL2019-SSEI-Eval.exe","SQL2019","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1686422630667x148328286874109150/microsoft-sql-server-2019-standard.jpg","Microsoft SQL Server Standard 2019 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://officecdn.microsoft.com/db/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/media/en-us/ProPlus2021Retail.img","PPBOX21","//ec051c44b90610804c1ca1d2d1b0a96c.cdn.bubble.io/f1686423199476x102133606887111040/il_fullxfull.3880382740_optb.jpg","Microsoft Office Professional Plus 2021 Box Pack (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://visualstudio.microsoft.com/downloads/","VISUALPRO22","//17924ffe4d7dd769757b5290cf0cbcbb.cdn.bubble.io/f1692018664423x711154161605758160/visual-studio-professional-2021-for-windows-pc-1-user-lifetime-original-imagq5xw9hyyztq6.webp","Microsoft Visual Studio Professional 2022 (1 User, Lifetime Validity)","Mar 17, 2024 6:19 pm","Mar 17, 2024 6:19 pm",""
"https://downloads.gonitro.com/professional_14.22.1.0/release_tracking/retail/nitro_pro14.exe","NITRO-14","//186e795b186adea2c6b4e009bddb46d8.cdn.bubble.io/f1712943745019x728502654241999200/preview%20%283%29.jpeg","Nitro PDF Pro 14 (1 User, Lifetime License) for Windows","Apr 12, 2024 11:16 pm","Apr 12, 2024 11:16 pm",""
"https://downloads.gonitro.com/professional_13.70.7.60/release_tracking/retail/nitro_pro13.exe","NITRO-13","//186e795b186adea2c6b4e009bddb46d8.cdn.bubble.io/f1712943983059x232804622646096480/preview%20%284%29.jpeg","Nitro PDF Pro 13 (1 User, Lifetime License) for Windows","Apr 12, 2024 11:18 pm","Apr 13, 2024 12:35 am",""
"http://manage.autodesk.com/products","AUTOCAD-1YEAR","//db3e973c8b09643de90cfd1104831467.cdn.bubble.io/f1719074017032x790015275971468900/autocad-logo-69326D7728-seeklogo.com%20%281%29.png","AutoCAD 1-Year Subscription for 3 Device, all devices (2018-2025)","Jun 22, 2024 10:03 pm","Jun 22, 2024 10:04 pm",""
"http://manage.autodesk.com/products","AUTOCAD-3YEAR","//db3e973c8b09643de90cfd1104831467.cdn.bubble.io/f1719074027161x317767452833548100/autocad-logo-69326D7728-seeklogo.com%20%281%29.png","AutoCAD 3-Year Subscription for 3 Devices, all devices (2018-2025)","Jun 22, 2024 10:04 pm","Jun 22, 2024 10:04 pm",""
"https://simplysolutions.co.in/office2024-mac","OFFICE2024-MAC","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1720532450884x111982063325241300/Copy%20of%20Untitled%20%28900%20x%201024%20px%29%20%28850%20x%201024%20px%29%20%285%29%20%281%29.png","Microsoft Office LTSC Standard 2024 Preview for mac (1 User, Lifetime)","Jul 9, 2024 7:11 pm","Jun 8, 2025 12:43 am",""
"https://tinyurl.com/office2024ltsc","OFFICE2024-WIN","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1720532536926x176012682646122140/Untitled%20%28900%20x%201024%20px%29%20%28850%20x%201024%20px%29%20%286%29.png","Microsoft Office Professional Plus LTSC 2024 Preview for Windows (1 User, Lifetime)","Jul 9, 2024 7:13 pm","Dec 23, 2024 11:31 am",""
"https://manage.autodesk.com/products","3DSMAX-1YEAR","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1722744782386x562905391998216300/3ds-max-logo-9B624BE04F-seeklogo.com%20%281%29.png","3DS MAX for Windows - 2018 to 2025 (3 Device, 1 Year Subscription)","Aug 4, 2024 9:43 am","Aug 4, 2024 9:43 am",""
"https://manage.autodesk.com/products","REVIT-1YEAR","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1722744844869x803384410590001900/revit_grande%20%281%29.webp","REVIT for Windows - 2018 to 2025 All Versions (3 Device, 1 Year Subscription)
","Aug 4, 2024 9:44 am","Aug 4, 2024 9:44 am",""
"https://manage.autodesk.com/products","MAYA-1YEAR","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1722744937614x130340890041644510/a6a4bfb514e96ecf6fdbb6cce692cc48%20%281%29.png","MAYA (For all Devices Windows, macOS, Linux) 2018 to 2025  (3 Device, 1 Year Subscription)
","Aug 4, 2024 9:46 am","Aug 4, 2024 9:46 am",""
"https://tinyurl.com/parallel19","PARALLEL19-BUSINESS","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1722745014991x431383056208420860/Parallel-Desktop-Business-for-Mac.jpg","Parallels 19 Desktop Business Edition (1 mac, Lifetime Validity)
","Aug 4, 2024 9:48 am","Aug 4, 2024 9:48 am",""
"https://tinyurl.com/parallel19","PARALLEL19-PRO","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1722993284099x188907247153615070/Parallels-Desktop-19-Pro-Edition-Activation-Key-Lifetime-Global.webp","Parallels 19 Desktop PRO Edition (1 mac, Lifetime Validity)
","Aug 7, 2024 6:44 am","Aug 7, 2024 6:44 am",""
"https://manage.autodesk.com/products","FUSION360-1YEAR","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1723362448634x696368113070710000/autodesk-fusion-360-logo-7F72A76397-seeklogo.com.png","Fusion 360 (For all Devices Windows, macOS, iOS, Android) 2018 to 2025 (3 Device, 1 Year Subscription)","Aug 11, 2024 1:17 pm","Aug 11, 2024 1:18 pm",""
"https://tinyurl.com/parallel19","PARALLEL19-STANDARD","//4fc22902dc7e0bfa54255ee5fcc2c6b5.cdn.bubble.io/f1723792529734x841108781854206800/OPESDPD19EU-s1.jpg","Parallels 19 Desktop Standard Edition (1 mac, Lifetime Validity)
","Aug 16, 2024 12:45 pm","Aug 16, 2024 12:46 pm",""
"setup.office.com","PP2016","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1733303432347x444988997291692740/microsoft-office-2016-professional-plus-cover-brytesoft_1%20%281%29.png","Microsoft Office 2016 Professional Plus for Windows (1 User, Lifetime Validity)","Dec 4, 2024 2:41 pm","Dec 4, 2024 2:41 pm",""
"https://download.parallels.com/desktop/v20/20.1.3-55743/ParallelsDesktop-20.1.3-55743.dmg","PARALLEL20-PRO","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1735391649010x433032299162088960/Boxshot-PD20-perpetual-300x300.jpg.webp","Parallels 20 Desktop PRO Edition (1 mac, Lifetime Validity)
","Dec 28, 2024 6:44 pm","Dec 28, 2024 6:50 pm",""
"https://www.microsoft.com/en-us/software-download/windows11","WINDOWS11","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1744390534670x120497887741412900/images%20%289%29.png","Microsoft Windows 11/10 Professional Lifetime (1 User)","Apr 11, 2025 10:25 pm","Apr 11, 2025 10:25 pm",""
"https://www.canva.com/","CANVA","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1745773870108x361519205572102140/81oDHwfgLEL._SL1500_.jpg","Canva Pro with AI Tools Lifetime Access (1 User)","Apr 27, 2025 10:42 pm","Apr 27, 2025 10:42 pm",""
"portal.office.com","365E5","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1747419335263x707495191690479500/Office-365-Enterprise-E5-600x600.png","Microsoft Office 365 Enterprise Edition with Copilot (5 Devices, Lifetime Validity) | 5TB (4TB+1TB) OneDrive ","May 16, 2025 11:45 pm","May 16, 2025 11:45 pm",""
"http://manage.autodesk.com/products","AUTOCAD-5YEAR","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1748278330124x580785453400051800/autocad-logo-69326D7728-seeklogo.com%20%281%29%20%281%29.png","AutoCAD 5-Year Subscription for 3 Devices, all devices (2018-2025)","May 26, 2025 10:22 pm","May 26, 2025 10:22 pm",""
"","API_KEY_USED","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1749136037676x687356478065578800/1000_F_505863230_jlxCxNnw2MmGpPB7F5hjAjYURNkEN1QL.jpg","API KEY USED","Jun 5, 2025 8:37 pm","Jun 5, 2025 8:37 pm",""
"","MISSING","//aaf928dd28a219a54364707b3fea27cc.cdn.bubble.io/f1749150350142x561123760733295500/missing-announcement-icon-symbol-announce-vector_883533-620.avif","MISSING KEY","Jun 5, 2025 11:53 pm","Jun 6, 2025 12:35 am",""
